time,irms,vrms,power_factor,p_apparente,p_active,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,241.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,241.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,241.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,242.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,241.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,241.63,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,241.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,241.45,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,241.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,241.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,241.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,241.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,241.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,241.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,241.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,241.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,241.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,241.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,241.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,241.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,241.32,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,241.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,241.45,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,241.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,242.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,241.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,241.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,241.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,241.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,242.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,241.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,241.61,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,241.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,241.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,242.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,241.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,241.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,241.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,241.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,241.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,241.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,241.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,241.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,241.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,241.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,241.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,241.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,241.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,241.42,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,241.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,241.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,241.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,241.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,241.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,240.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,241.49,0.26,126,33,0.012246,0.000987,0.002094,0.000698,0.001561,0.000698,0.001612,0.00057,0.001067,0.000403,0.000403,0.00057,0.000698,0.000403,0.000901,0,0.000403,0,0.000403,0,0.000806,0,0.000403,0.000403,0,0,0,0,0,0,0.000698,0
258,0.14,241.41,0.62,120,74,0.155116,0.00071,0.136465,0.000814,0.104361,0.000407,0.066121,0.00071,0.034358,0.000909,0.024398,0.00071,0.026187,0.00071,0.024521,0.000407,0.016284,0.00071,0.007659,0.000578,0.008057,0.000578,0.009884,0,0.008511,0.000407,0.003929,0.000407,0.00267,0.00071,0.004734,0.000578
260,0.5,240.83,0.6,118,71,0.151034,0.002037,0.133851,0.001733,0.103983,0.00141,0.068262,0.00153,0.038883,0.001079,0.02666,0.000913,0.026392,0.001079,0.024844,0.000406,0.01804,0.001079,0.009698,0.000581,0.008038,0.00071,0.010113,0,0.008988,0.000811,0.005301,0.000581,0.00248,0,0.004526,0.000581
262,0.49,240.59,0.59,118,70,0.148585,0.001415,0.132043,0.00136,0.10422,0.001415,0.070991,0.001161,0.041762,0.00136,0.028241,0.000707,0.026536,0.00058,0.025638,0.000816,0.019707,0.001415,0.011699,0.000816,0.007953,0.000408,0.009713,0.000707,0.009468,0.000916,0.006548,0.00058,0.003174,0.00058,0.003863,0.000408
264,0.49,240.5,0.58,118,68,0.145319,0.001472,0.130942,0.001153,0.105601,0.000816,0.074593,0.001153,0.046086,0,0.03029,0.000577,0.02613,0.000914,0.025083,0.000577,0.020515,0.001002,0.013092,0,0.007681,0.000577,0.008497,0.000408,0.008994,0.00071,0.006998,0.000408,0.004,0.000408,0.002998,0.000577
266,0.49,241.08,0.57,118,67,0.143686,0.001351,0.129883,0.001158,0.105528,0.001079,0.075614,0.001289,0.047691,0.001289,0.031686,0.001158,0.026661,0.001079,0.025222,0.000912,0.021004,0.001289,0.014269,0.000412,0.008568,0.000579,0.008787,0.001158,0.008805,0.000579,0.007411,0.000412,0.004981,0.000412,0.003315,0.000579
268,0.49,239.78,0.57,117,67,0.14287,0.002119,0.128822,0.001866,0.105068,0.001151,0.07603,0.00082,0.048946,0.001081,0.032657,0.001526,0.027146,0.00082,0.025585,0.000576,0.021216,0.000916,0.014842,0.00041,0.008868,0.00041,0.008441,0.00082,0.008816,0.000916,0.007778,0,0.005223,0,0.003261,0.000706
270,0.49,240.78,0.57,116,66,0.141237,0.001922,0.127522,0.001353,0.10354,0.001293,0.074593,0.001293,0.047783,0.001155,0.032525,0.001,0.027741,0.000707,0.026646,0.001086,0.022698,0.001086,0.01587,0.000819,0.010138,0.000914,0.009293,0.000914,0.009836,0.000578,0.008422,0.000405,0.005767,0,0.003767,0.000405
272,0.48,240.77,0.56,116,65,0.140421,0.000917,0.126554,0.001414,0.103833,0.001354,0.075567,0.001826,0.049392,0.001226,0.033408,0.001534,0.027614,0.00108,0.026363,0.001294,0.022772,0.001534,0.016601,0.000917,0.010628,0.001003,0.009111,0.001003,0.009308,0.000711,0.008613,0.000711,0.006094,0.000411,0.003591,0.000411
274,0.48,240.66,0.56,115,65,0.137972,0.001078,0.125525,0.001154,0.102687,0.001078,0.074864,0.001356,0.049415,0.001415,0.03376,0.001078,0.027933,0.001356,0.026274,0.001002,0.022855,0.001356,0.016581,0.001154,0.010821,0.000817,0.009019,0.000817,0.009743,0.000707,0.008733,0,0.006518,0.000404,0.004017,0.000404
276,0.48,240.63,0.56,115,64,0.137972,0.000909,0.124456,0.000707,0.102216,0.000404,0.074847,0.000404,0.049171,0.000707,0.033979,0.000707,0.028303,0.000404,0.026872,0,0.023108,0.001154,0.016969,0.000707,0.010846,0.000404,0.010021,0.000573,0.009794,0,0.009027,0,0.006291,0,0.004076,0.000404
278,0.48,240.44,0.56,114,63,0.135522,0.001224,0.123653,0.001464,0.101997,0.00115,0.075983,0.00091,0.050887,0.001414,0.034658,0.001348,0.027884,0.00115,0.026535,0.00091,0.023243,0.001348,0.017255,0.000811,0.011919,0.000811,0.009504,0.000579,0.009413,0.000405,0.009066,0.000703,0.0067,0.000405,0.004351,0.000579
280,0.47,240.05,0.56,113,63,0.135522,0.00129,0.1229,0.001084,0.102014,0.000819,0.07533,0.001084,0.05073,0.000918,0.035188,0.000711,0.028587,0.000579,0.026701,0.001001,0.023541,0.001224,0.017916,0.000711,0.012052,0.000579,0.009512,0.000579,0.009413,0.000405,0.009182,0.000579,0.006601,0.000579,0.003946,0.000405
282,0.47,240.1,0.56,113,62,0.134706,0.000707,0.121855,0.000814,0.101638,0.000411,0.075895,0.000576,0.051378,0.001159,0.03551,0.001003,0.028554,0.000814,0.026556,0.000707,0.023416,0.001085,0.017652,0,0.012004,0.000411,0.009948,0.001003,0.009003,0.000411,0.008501,0.000576,0.006915,0.000576,0.004859,0.000576
284,0.47,240.31,0.55,112,62,0.132257,0.001348,0.120859,0.001154,0.100597,0.000702,0.074919,0.000815,0.051033,0.000702,0.03576,0.000702,0.029012,0.000404,0.026493,0,0.023127,0.001082,0.017808,0.000702,0.011995,0.000573,0.009566,0,0.009388,0.000404,0.009073,0,0.006878,0.000404,0.004682,0.000404
286,0.47,240.33,0.55,114,62,0.137155,0.00041,0.124238,0.000703,0.103461,0.000996,0.077778,0.000996,0.052881,0.000996,0.036842,0.000912,0.028973,0.000812,0.026989,0.000578,0.023816,0.00108,0.017881,0,0.012013,0.00041,0.009384,0.000578,0.009309,0,0.008781,0.00041,0.006898,0,0.004855,0
288,0.49,240.38,0.55,117,64,0.137972,0.000413,0.125719,0.000707,0.104329,0.000817,0.077803,0.000817,0.053137,0.000918,0.037962,0.001229,0.03088,0.000817,0.028556,0.000707,0.024783,0.001533,0.018383,0.000413,0.012497,0.000581,0.010089,0.000707,0.009642,0.000413,0.009086,0,0.006922,0.000581,0.004253,0.000707
290,0.48,240.09,0.55,116,64,0.138788,0.000813,0.126209,0.001584,0.104616,0.001288,0.077467,0.00122,0.052816,0.000915,0.037653,0.00122,0.031105,0.001076,0.02875,0.000703,0.024566,0.001,0.018196,0.000407,0.012351,0.000703,0.010529,0.000407,0.010097,0.000915,0.008996,0.000576,0.006463,0.000813,0.004219,0.000576
292,0.49,239.66,0.55,118,65,0.140421,0.000814,0.128079,0.000711,0.106584,0.000574,0.07957,0.000711,0.054055,0.001003,0.038045,0.000574,0.030957,0.000917,0.027769,0.000814,0.024015,0.00108,0.018007,0,0.01163,0.000711,0.009591,0,0.009213,0.000574,0.008733,0,0.006488,0,0.004208,0
294,0.5,240.17,0.55,120,66,0.14287,0.00082,0.129406,0.001081,0.106734,0.001221,0.078969,0.001221,0.053672,0.001151,0.038839,0.001474,0.032151,0.001221,0.029361,0.001151,0.024582,0.001352,0.018024,0.000916,0.012208,0.000576,0.010708,0.00082,0.010656,0.00082,0.009226,0,0.006523,0.00041,0.004203,0.00041
296,0.5,240.06,0.55,121,66,0.144503,0.001358,0.131062,0.001155,0.108218,0.000917,0.080471,0.000917,0.055203,0.000917,0.039548,0.000582,0.032624,0.000917,0.029952,0.000582,0.025322,0.001085,0.018698,0.000706,0.012815,0.000406,0.010734,0.000582,0.010451,0.000706,0.008952,0,0.006341,0,0.004145,0
298,0.51,240.02,0.55,122,67,0.144503,0.001817,0.131053,0.001464,0.109021,0.001155,0.081865,0.000908,0.056685,0.001076,0.040553,0.000908,0.032995,0.000573,0.030155,0.000406,0.025533,0.000997,0.019033,0.000908,0.013009,0.000811,0.010981,0.000706,0.009957,0,0.009437,0.000406,0.006871,0.000406,0.00448,0.000573
300,0.51,239.87,0.55,122,67,0.145319,0.001082,0.131554,0.001632,0.1093,0.001632,0.081902,0.001472,0.056836,0.001357,0.040791,0.001002,0.03366,0.001295,0.030511,0.000816,0.025473,0.001357,0.018475,0.00071,0.012657,0.00071,0.010856,0.00071,0.010289,0.000577,0.009446,0,0.006936,0,0.004674,0.000577
302,0.52,239.7,0.54,123,67,0.144503,0.001226,0.132155,0.000917,0.110503,0.001005,0.083823,0.001226,0.058854,0.001085,0.042485,0.001358,0.033788,0.001297,0.030287,0.000917,0.025621,0.001226,0.018777,0.000582,0.01308,0.000582,0.01024,0.000706,0.010099,0.000582,0.009102,0.000917,0.007347,0,0.004771,0.000582
304,0.52,240.3,0.54,123,67,0.144503,0.001155,0.131256,0.001411,0.109294,0.001155,0.082421,0.001473,0.057602,0.001411,0.04162,0.001226,0.03355,0.001076,0.030049,0.000908,0.025339,0.001226,0.018566,0.000406,0.01218,0.000406,0.010416,0.000573,0.01016,0,0.009243,0.000706,0.006729,0.000573,0.004586,0.000706
306,0.51,240.09,0.55,122,67,0.144503,0.001288,0.131661,0.000997,0.109744,0.001085,0.082994,0.00082,0.057999,0.00082,0.041515,0.000917,0.033206,0.000582,0.029564,0.00082,0.025198,0.000997,0.018971,0.000582,0.012409,0.000406,0.01031,0.000582,0.010055,0,0.009234,0.000406,0.006959,0.000582,0.00478,0.000406
308,0.51,240.14,0.55,122,67,0.143686,0.002166,0.131093,0.001579,0.109343,0.001079,0.082569,0.001289,0.057785,0.001473,0.041499,0.001684,0.033519,0.001412,0.029677,0.001289,0.024635,0.000816,0.018452,0.000912,0.012409,0.001079,0.010463,0.000816,0.010015,0.000579,0.009182,0.000579,0.006937,0.000579,0.00442,0.000816
